Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Gigantic 2 Bedroom Bay St. Condo 2 Large Balconies","https://www.airbnb.com/rooms/629555087310668919","629555087310668919","0-0","0","N/A","0","115","N/A","N/A","None","28","Moderate","2.0","6","341","Entire condo","No","N/A","9","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","157","0","55442","Flexible"
"Spacious Apartment With The Best Central Location","https://www.airbnb.com/rooms/587678953669441951","587678953669441951","0-0","0","N/A","0","176","N/A","N/A","None","28","Individual","1.0","4","266","Entire rental unit","Yes","N/A","102","4.56","9","No","No","No","Yes","No","Yes","No","Yes","21.0","0","378509934","Moderate"
"2BR@Heart Of Downtown (>100Mbps) 28D","https://www.airbnb.com/rooms/19965899","19965899","0-0","0","N/A","0","50","N/A","N/A","None","1","Small","1.0","3","106","Entire condo","No","N/A","112","5","13","No","No","No","Yes","Yes","No","No","Yes","72.0","0","4471409","Strict"
"Skyline Serenity: CN Tower-Facing Oasis","https://www.airbnb.com/rooms/1110070990894905971","1110070990894905971","0-0","0","N/A","0","219","N/A","N/A","None","28","Individual","2.0","4","592","Entire rental unit","Yes","N/A","147","N/A","0","No","Yes","No","Yes","No","No","No","Yes","100.0","0","564011792","Firm"
"Stylish Condo Near Eaton Centre","https://www.airbnb.com/rooms/1139973535234253337","1139973535234253337","0-0","0","N/A","0","44","N/A","N/A","None","28","Small","1.0","4","377","Entire rental unit","No","N/A","0","4.91","11","No","No","No","Yes","No","No","No","Yes","58","0","548007550","Strict"
"Furnished 2 Bed, 2 Bath In Prime Downtown Location","https://www.airbnb.com/rooms/49028735","49028735","0-0","0","N/A","0","67","N/A","N/A","None","180","Individual","2.0","3","114","Entire condo","Yes","N/A","299","4.67","0","No","No","No","Yes","No","No","No","Yes","0.0","0","19638124","Flexible"
"In The Heart Of Downtown Toronto","https://www.airbnb.com/rooms/19036029","19036029","0-0","0","N/A","0","38","N/A","N/A","None","28","Small","2.0","6","297","Entire rental unit","Yes","N/A","328","4.8","5","Yes","No","No","Yes","No","No","No","Yes","108.0","0","15779976","Firm"
"Modern/Luxury 2 Bdr Condo Near College/Yonge","https://www.airbnb.com/rooms/958355713858259588","958355713858259588","0-0","0","N/A","0","366","N/A","N/A","None","28","Individual","2.0","6","294","Entire condo","Yes","N/A","0","4.48","23","No","Yes","No","Yes","Yes","No","No","Yes","86.0","0","531520184","Moderate"
"New Modern 2 Bed 2 Bath Downtown","https://www.airbnb.com/rooms/1226779940878956959","1226779940878956959","0-0","0","N/A","0","229","N/A","N/A","None","28","Individual","2.0","4","273","Entire rental unit","Yes","N/A","137","N/A","0","No","No","No","Yes","No","No","No","Yes","0.0","0","118382388","Flexible"
"Two Bedroom Apartment, Front St","https://www.airbnb.com/rooms/1217547345096619870","1217547345096619870","0-0","0","N/A","0","366","N/A","N/A","None","30","Small","2.0","4","637","Entire rental unit","Yes","N/A","0","5","0","No","Yes","No","Yes","Yes","No","No","Yes","214.0","0","544126912","Firm"
"1100 Sq Luxury Condo With Amazing Location","https://www.airbnb.com/rooms/1244900549095973241","1244900549095973241","0-0","0","N/A","0","61","N/A","N/A","None","28","Small","1.0","4","150","Entire rental unit","No","N/A","25","0","0","No","No","No","Yes","No","No","No","Yes","N/A","0","651832082","Flexible"
"Exec 2 Bed 1 Bath | 1 Parking Included! | Downtown","https://www.airbnb.com/rooms/1533386036352565609","1533386036352565609","0-0","0","N/A","0","64","N/A","N/A","Low","30","Moderate","1.0","4","184","Entire rental unit","Yes","N/A","10","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","37514178","Flexible"
"Condo In Core Downtown Toronto!","https://www.airbnb.com/rooms/1303483082943160621","1303483082943160621","0-0","0","N/A","0","108","N/A","N/A","None","1","Individual","1.0","3","475","Entire home","No","N/A","0","N/A","0","No","No","No","No","No","No","No","No","0.0","0","665178912","Flexible"
"Giant 2 Bedroom 2 Bath On A HIGH FLOOR W. BALCONY","https://www.airbnb.com/rooms/50225473","50225473","0-0","0","N/A","0","120","N/A","N/A","None","28","Moderate","2.0","6","284","Entire condo","No","N/A","3","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","144","0","55442","Flexible"
"Test","https://www.airbnb.com/rooms/1264507498594535544","1264507498594535544","0-0","0","N/A","0","24","N/A","N/A","None","1","Individual","2.0","4","144","Entire rental unit","No","N/A","8","N/A","0","No","Yes","No","Yes","Yes","No","No","Yes","N/A","0","280987995","Flexible"
"Entire Upscale 2-Bedroom Condo In Downtown","https://www.airbnb.com/rooms/1538549509260747438","1538549509260747438","0-0","0","N/A","0","57","N/A","N/A","None","28","Small","1.0","5","216","Entire rental unit","Yes","N/A","17","N/A","0","No","No","No","Yes","No","Yes","No","Yes","N/A","0","419269665","Flexible"
"Modern & Stylish Entire Unit In Downtown Toronto","https://www.airbnb.com/rooms/1584319229729254718","1584319229729254718","0-0","0","N/A","0","25","N/A","N/A","None","28","Individual","1.0","2","131","Entire rental unit","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","713161419","Firm"
"LOVELY Family Size 2 Bedroom 2 Bath Near Hospitals","https://www.airbnb.com/rooms/608508704887158854","608508704887158854","0-0","0","N/A","0","95","N/A","N/A","None","28","Moderate","2.0","6","391","Entire condo","No","N/A","27","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","184","0","55442","Flexible"
"Furnished 2 Bed Or 1 Bed 1 Office 2 Bath Condo","https://www.airbnb.com/rooms/48770073","48770073","0-0","0","N/A","0","18","N/A","N/A","None","180","Individual","2.0","4","285","Entire condo","Yes","N/A","348","0","0","No","Yes","No","Yes","No","No","No","Yes","0.0","0","211748247","Firm"
"Cozy Modern Two Bedroom Suite Heart Of Downtown","https://www.airbnb.com/rooms/698423617477839123","698423617477839123","0-0","0","N/A","0","365","N/A","N/A","None","28","Small","1.0","4","244","Entire rental unit","Yes","N/A","1","4.75","4","No","No","No","Yes","No","No","No","Yes","0.0","0","414586142","Flexible"
"Luxury 2-Bedroom On King West!","https://www.airbnb.com/rooms/899219288524097406","899219288524097406","0-0","0","N/A","0","280","N/A","N/A","None","28","Individual","2.0","4","2945","Entire rental unit","Yes","N/A","86","0","0","No","No","No","Yes","No","No","No","Yes","0.0","0","45939753","Firm"
"Comfortable 2BR Downtown Suite | Ideal For Monthly","https://www.airbnb.com/rooms/1586474683097737557","1586474683097737557","0-0","0","N/A","0","25","N/A","N/A","None","29","Moderate","1.0","4","209","Entire rental unit","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","79337978","Flexible"
"Luxury 1100 Sq Condo At Centre Of Downtown Toronto","https://www.airbnb.com/rooms/1509692475898016309","1509692475898016309","0-0","0","N/A","0","77","N/A","N/A","None","28","Small","1.0","4","173","Entire rental unit","Yes","N/A","56","N/A","0","No","No","No","Yes","No","No","No","Yes","142.0","0","718856755","Flexible"
"Luxury Student Apartment Toronto","https://www.airbnb.com/rooms/866012761316987807","866012761316987807","0-0","0","N/A","0","86","N/A","N/A","None","28","Small","1.0","4","501","Entire rental unit","No","N/A","1","4.7","0","No","No","No","Yes","No","No","No","Yes","","0","208955651","Flexible"
"Comfortable & Stylish 2BD Home","https://www.airbnb.com/rooms/628884540034334529","628884540034334529","0-0","0","N/A","0","14","N/A","N/A","Low","29","Individual","1.5","4","301","Entire home","Yes","N/A","51","5","1","No","No","No","Yes","No","Yes","No","No","184","0","4450262","Firm"
"Bisha Hotel Residences – 2BR/2BA Luxury Suite","https://www.airbnb.com/rooms/801696235750243670","801696235750243670","0-0","0","N/A","0","263","N/A","N/A","Moderate","90","Small","2.0","4","290","Entire condo","Yes","N/A","103","4.47","0","No","No","No","Yes","Yes","No","No","Yes","129.0","0","429428276","Flexible"
"Cozy Suite In Heart Of Downtown Toronto","https://www.airbnb.com/rooms/1553831956634264644","1553831956634264644","0-0","0","N/A","0","38","N/A","N/A","None","2","Small","1.0","4","278","Entire rental unit","Yes","N/A","3","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","548840838","Limited"
"2 Bedroom 2 Bathroom In Downtown Long Term Avail","https://www.airbnb.com/rooms/900187306565692038","900187306565692038","0-0","0","N/A","0","252","N/A","N/A","Low","28","Small","2.0","4","246","Entire rental unit","Yes","N/A","114","5","1","No","No","No","Yes","No","Yes","No","Yes","107.0","0","34106626","Firm"
"Work From Home Bay St 2 BDRM 2 BALCONIES SLEEPS 6","https://www.airbnb.com/rooms/43158241","43158241","0-0","0","N/A","0","133","N/A","N/A","None","28","Moderate","2.0","6","275","Entire condo","No","N/A","7","5","2","No","Yes","No","Yes","Yes","Yes","No","Yes","183","0","55442","Firm"
"2 Bed 2 Bath Luxury Condo Downtown Toronto","https://www.airbnb.com/rooms/799338047507944127","799338047507944127","0-0","0","N/A","0","37","N/A","N/A","None","28","Individual","2.0","4","358","Entire condo","Yes","N/A","329","5","19","No","No","No","Yes","No","No","No","Yes","143.0","1","222197168","Moderate"
"Luxury 2BR Downtown Living","https://www.airbnb.com/rooms/1486933627577345162","1486933627577345162","0-0","0","N/A","0","51","N/A","N/A","High","28","Moderate","2.0","4","243","Entire rental unit","Yes","N/A","114","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","5988339","Flexible"
"Premium Downtown 2-Bedroom Suite","https://www.airbnb.com/rooms/1486937256399955582","1486937256399955582","0-0","0","N/A","0","50","N/A","N/A","Moderate","28","Moderate","2.0","4","241","Entire rental unit","Yes","N/A","115","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","5988339","Flexible"
"Sophisticated 2BR Urban Retreat","https://www.airbnb.com/rooms/1486939922294781522","1486939922294781522","0-0","0","N/A","0","49","N/A","N/A","Moderate","28","Moderate","2.0","4","243","Entire rental unit","Yes","N/A","116","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","5988339","Flexible"
"2 Br Condo","https://www.airbnb.com/rooms/1493540736519655610","1493540736519655610","0-0","0","N/A","0","156","N/A","N/A","None","28","Individual","2.0","6","1026","Entire rental unit","Yes","N/A","0","N/A","0","No","No","No","No","No","No","No","No","N/A","0","475180233","Flexible"
"Prestige 2 Bedroom Downtown","https://www.airbnb.com/rooms/1496342668059723782","1496342668059723782","0-0","0","N/A","0","59","N/A","N/A","High","30","Moderate","2.0","4","243","Entire rental unit","Yes","N/A","87","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","5988339","Flexible"
"Chic 2bed 1 Bath Apartment","https://www.airbnb.com/rooms/1460935518368563040","1460935518368563040","0-0","0","N/A","0","200","N/A","N/A","None","28","Small","1.0","4","224","Entire rental unit","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","417412345","Flexible"
"@ Stylish Condo Downtown Toronto | Walk Everywhere","https://www.airbnb.com/rooms/1554349976554108721","1554349976554108721","86-115","100","100.49","3","37","26","1","None","30","Small","1.0","4","115","Entire condo","Yes","Midscale","34","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","230031719","Firm"
"Prime Spot In Downtown Toronto","https://www.airbnb.com/rooms/1182602667901313516","1182602667901313516","151-202","181","180.78","1","75","44","1","Low","28","Individual","1.0","4","258","Entire rental unit","Yes","Midscale","141","4.38","8","No","No","No","Yes","No","No","No","Yes","36.0","0","41883451","Flexible"
"Lovely Apartment In Center Downtown Toronto","https://www.airbnb.com/rooms/911442594724405275","911442594724405275","225-349","293","73.13","6","63","1","4","None","28","Small","1.0","2","46","Entire condo","Yes","Economy","226","4.5","2","No","No","No","Yes","No","No","No","No","143.0","0","360573680","Strict"
"Modern 2BR | Prime TO Location","https://www.airbnb.com/rooms/1450089414322054961","1450089414322054961","258-383","323","161.61","7","27","17","1","Unknown","28","Unknown","2.0","4","193","Entire rental unit","No","Midscale","27","N/A","0","No","No","No","No","No","No","No","No","N/A","0","124898368","Flexible"
"Premium 2BR Living Downtown","https://www.airbnb.com/rooms/1461709719259828010","1461709719259828010","555-736","645","214.95","4","85","15","3","None","30","Moderate","2.0","4","244","Entire rental unit","Yes","Midscale","114","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","5988339","Flexible"
"Bespoke 2BR Suite Core Entertainment District","https://www.airbnb.com/rooms/1558751982922967341","1558751982922967341","584-775","679","226.31","13","24","10","3","High","2","Individual","1.0","4","268","Entire rental unit","Yes","Midscale","31","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","727337732","Firm"
"Bespoke 2BR With Study Entertainment District","https://www.airbnb.com/rooms/1579097328399636616","1579097328399636616","676-1029","883","294.36","30","10","3","2","High","1","Individual","2.0","4","275","Entire rental unit","Yes","Midscale","15","3","2","No","No","No","Yes","No","No","No","Yes","N/A","0","407313256","Firm"
"MASSIVE 2 Bedroom Bay Street Condo. Free Parking.","https://www.airbnb.com/rooms/616862515353383734","616862515353383734","1264-1681","1479","246.51","6","104","23","6","None","28","Moderate","2.0","6","284","Entire condo","No","Midscale","20","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","183","0","55442","Flexible"
"Prime Location For Downtown Nightlife!","https://www.airbnb.com/rooms/1583529026562763721","1583529026562763721","1288-1845","1580","175.52","39","23","5","3","Moderate","2","Small","1.0","4","212","Entire rental unit","Yes","Midscale","2","5","2","No","No","No","Yes","No","No","No","Yes","N/A","0","731373603","Limited"
"Central Oasis In Toronto","https://www.airbnb.com/rooms/1242659035188167556","1242659035188167556","1321-2006","1687","80.34","20","106","58","3","None","28","Small","1.0","4","106","Entire condo","No","Economy","39","4.5","0","No","No","No","Yes","No","No","No","No","110","0","360573680","Firm"
"Mordern Downtown Condo With Parking 2bed-2bath","https://www.airbnb.com/rooms/1582868798668984997","1582868798668984997","1465-2029","1738","173.76","71","14","6","1","Low","1","Individual","2.0","4","160","Entire rental unit","Yes","Midscale","11","5","2","No","No","No","Yes","No","Yes","No","Yes","N/A","0","731035775","Flexible"
"Chic Arts District Flat With King Bed And Parking","https://www.airbnb.com/rooms/1554766037030161472","1554766037030161472","1473-2185","1843","184.31","83","12","5","14","Moderate","1","Individual","2.0","6","265","Entire rental unit","Yes","Midscale","13","N/A","0","No","No","No","Yes","No","No","No","No","N/A","0","727945778","Firm"
"Entire Upscale 2Bedroom Condo On Dundas","https://www.airbnb.com/rooms/1538556462658087311","1538556462658087311","1636-2169","1900","126.7","45","33","3","15","Moderate","28","Small","1.0","5","146","Entire rental unit","Yes","Midscale","53","N/A","0","No","No","No","Yes","No","Yes","No","Yes","N/A","0","419269665","Flexible"
"Cozy 2 Bedroom Retreat In Heart Of Downtown","https://www.airbnb.com/rooms/1530635461320876840","1530635461320876840","1650-2200","1970","63.54","100","31","3","31","Low","28","Individual","1.0","5","73","Entire rental unit","Yes","Economy","56","5","1","No","No","No","Yes","No","No","No","Yes","N/A","0","226561015","Flexible"
"Magnificent Condo Near Sick Kids Hospital Sleeps 6","https://www.airbnb.com/rooms/740760869057285118","740760869057285118","1739-2696","2237","203.4","4","313","1","4","None","28","Moderate","1.0","6","244","Entire condo","Yes","Midscale","53","5","1","No","No","No","Yes","No","Yes","No","Yes","143.0","0","55442","Flexible"
"Nearly Two Bedrooms","https://www.airbnb.com/rooms/45055334","45055334","1826-2732","2297","30.62","35","217","51","35","None","28","Small","1.0","2","43","Entire condo","Yes","Economy","149","4.67","0","No","No","No","Yes","No","No","No","No","71.0","0","360573680","Firm"
"Condo At Heart Of Downtown","https://www.airbnb.com/rooms/1366289247458610960","1366289247458610960","1962-2617","2343","167.35","9","152","0","14","Moderate","28","Individual","2.0","4","216","Entire rental unit","Yes","Midscale","117","5","1","No","Yes","No","Yes","No","No","No","Yes","180.0","0","55358981","Flexible"
"2BR Suite W/ 2 Queen Beds - Dundas Sq City Views !","https://www.airbnb.com/rooms/1569149836598099355","1569149836598099355","1953-2698","2343","234.33","37","27","4","4","High","1","Individual","2.0","6","256","Entire condo","Yes","Midscale","13","5","2","No","No","No","Yes","No","No","No","Yes","N/A","0","731211282","Flexible"
"Modern 2BR/2BA Suite • Incredible Views • Parking","https://www.airbnb.com/rooms/1576860739010955617","1576860739010955617","1805-2748","2359","117.95","71","28","0","21","High","4","Individual","2.0","5","164","Entire rental unit","Yes","Midscale","7","5","2","No","No","No","Yes","No","No","No","Yes","N/A","0","734214656","Firm"
"Modern 2BR City Retreat: King Bed & Free Parking","https://www.airbnb.com/rooms/1585100202613099648","1585100202613099648","1928-2943","2448","174.82","67","21","6","4","Moderate","1","Individual","2.0","5","239","Entire rental unit","Yes","Midscale","4","N/A","0","No","No","No","Yes","No","No","No","No","N/A","0","728268272","Firm"
"Second Floor Unit In Townhouse With 2 Bedrooms","https://www.airbnb.com/rooms/744880264245866979","744880264245866979","1911-2891","2475","72.8","65","52","28","14","Moderate","28","Small","1.0","3","96","Entire townhouse","No","Economy","126","5","6","No","No","No","No","No","No","No","No","40.0","0","223034489","Flexible"
"Spacious DT Unit | Near AGO | Chinatown | Backyard","https://www.airbnb.com/rooms/1447936498691103117","1447936498691103117","2174-2899","2595","86.51","63","48","14","40","Moderate","28","Small","2.0","4","165","Entire home","Yes","Economy","168","5","1","No","No","No","Yes","No","No","No","Yes","172.0","0","137908983","Firm"
"Cozy Condo In D Heart Of D City","https://www.airbnb.com/rooms/1343450895145263391","1343450895145263391","2207-2943","2635","82.33","43","75","23","32","None","28","Individual","2.0","4","104","Entire rental unit","Yes","Economy","243","4.5","2","No","No","No","Yes","Yes","No","No","Yes","N/A","0","450658641","Firm"
"Special Offer-Spacious Jr 2 Bed/1 Bath Condo-Qwest","https://www.airbnb.com/rooms/1055935077776224864","1055935077776224864","2163-3209","2706","84.57","37","87","0","21","None","30","Moderate","1.0","5","101","Entire serviced apartment","Yes","Economy","8","N/A","0","No","Yes","No","Yes","No","Yes","No","Yes","","0","169697179","Firm"
"Quiet, Central 2 Bedroom Condo In Toronto Core","https://www.airbnb.com/rooms/713158320059793958","713158320059793958","2088-3331","2728","151.53","6","289","24","5","None","30","Individual","1.0","2","194","Entire condo","Yes","Midscale","77","4.75","4","No","No","No","Yes","No","Yes","No","Yes","107.0","0","32746804","Firm"
"Amazing Location 2 Bed 2 Bath Luxe Central DTown","https://www.airbnb.com/rooms/1376297425530476377","1376297425530476377","2421-3229","2891","170.04","7","236","0","17","None","30","Moderate","2.0","4","190","Entire rental unit","Yes","Midscale","15","5","1","No","No","No","Yes","No","Yes","No","Yes","100.0","0","963354","Limited"
"2 Bedroom 2 Bathroom Near Toronto General Hospital","https://www.airbnb.com/rooms/755804735660489784","755804735660489784","2381-3649","3022","251.87","3","363","1","4","Moderate","28","Moderate","2.0","6","281","Entire condo","Yes","Midscale","3","4.64","0","No","No","No","Yes","No","Yes","No","Yes","177.0","0","55442","Firm"
"Downtown Dream Stay + 1 Free Parking","https://www.airbnb.com/rooms/1574104284509604940","1574104284509604940","2558-3534","3070","219.27","70","20","7","3","Moderate","1","Individual","2.0","6","282","Entire rental unit","Yes","Midscale","20","4","4","No","No","No","Yes","No","No","No","Yes","N/A","0","731516957","Firm"
"2Bedroom 2Bath Sleeps6 Walk To Sick Kids Hospital","https://www.airbnb.com/rooms/857261470408415084","857261470408415084","2497-3827","3169","243.8","4","363","1","5","None","28","Moderate","2.0","6","290","Entire rental unit","Yes","Midscale","3","4.64","0","No","No","No","Yes","No","Yes","No","Yes","171.0","0","55442","Flexible"
"Downtown Toronto 2-Bedroom Apartment","https://www.airbnb.com/rooms/1557751576368136308","1557751576368136308","2751-3647","3196","103.11","54","57","0","31","None","28","Small","1.0","5","118","Entire rental unit","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","475216004","Firm"
"Financial District 2BR Condo |55\" TV| Free Parking","https://www.airbnb.com/rooms/1564659941189585294","1564659941189585294","2801-3869","3361","224.04","71","21","8","4","Moderate","1","Individual","2.0","6","231","Entire rental unit","Yes","Midscale","20","5","2","No","No","No","Yes","No","No","No","No","N/A","0","726917376","Firm"
"2Bedroom 2Bath Suite Near Toronto General Hospital","https://www.airbnb.com/rooms/856792358903774924","856792358903774924","2726-4177","3459","288.28","3","360","1","4","None","28","Moderate","2.0","6","310","Entire rental unit","Yes","Midscale","6","4.64","0","No","No","No","Yes","No","Yes","No","Yes","199.0","0","55442","Flexible"
"Cozy Home Heart Of Downtown","https://www.airbnb.com/rooms/1519233689825439513","1519233689825439513","2767-4105","3463","67.89","91","56","6","29","Low","28","Moderate","1.0","4","85","Entire home","Yes","Economy","18","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","720362126","Firm"
"2 Bedroom 2 Bathroom Condo Near Sick Kids Hospital","https://www.airbnb.com/rooms/755807808615156964","755807808615156964","2854-4373","3622","278.61","4","363","1","5","Low","28","Moderate","2.0","6","262","Entire condo","Yes","Midscale","3","4.64","0","No","No","No","Yes","No","Yes","No","Yes","178.0","0","55442","Flexible"
"1 + The Suite | City Centre | Richmond & Duncan","https://www.airbnb.com/rooms/929599305347385057","929599305347385057","3324-4407","3862","148.54","42","62","19","30","Low","30","Moderate","1.0","3","187","Entire rental unit","Yes","Midscale","0","N/A","0","No","Yes","No","Yes","No","No","No","Yes","128.0","0","37514178","Firm"
"Studio 2 - 2 Bedroom Apartment - Downtown","https://www.airbnb.com/rooms/1562454911165548133","1562454911165548133","3105-4606","3885","121.42","57","56","18","30","None","28","Large","2.0","4","176","Entire rental unit","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","785826","Flexible"
"Stay Where The City Comes Alive + 1 Free Parking","https://www.airbnb.com/rooms/1572164393754261814","1572164393754261814","3327-4573","3999","266.62","63","24","5","4","None","1","Individual","2.0","6","247","Entire rental unit","Yes","Midscale","16","4","2","No","No","No","Yes","No","No","No","Yes","N/A","0","731447098","Firm"
"Downtown Life With Stunning Views + 1 Free Parking","https://www.airbnb.com/rooms/1573943267287486017","1573943267287486017","3398-4694","4078","226.55","82","22","11","3","High","1","Individual","2.0","6","299","Entire rental unit","Yes","Midscale","17","4.88","8","No","No","No","Yes","No","No","No","Yes","N/A","0","731503894","Firm"
"Private Patio 2-Bedroom Nobu Downtown Condo","https://www.airbnb.com/rooms/1558920727484140821","1558920727484140821","3283-4871","4109","95.56","100","43","7","37","High","30","Individual","2.0","4","146","Entire condo","Yes","Midscale","13","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","730235981","Firm"
"GIANT Million Dollar 2 Bdrm 2 Bath Bay St. Suite","https://www.airbnb.com/rooms/27127495","27127495","3251-5040","4183","464.73","2","361","2","5","None","28","Moderate","2.0","7","566","Entire condo","Yes","Upscale","5","4","1","No","Yes","No","Yes","Yes","Yes","No","Yes","249.0","0","55442","Firm"
"Stylish Downtown Condo: 2BR, 2BTH, 1 Free Parking","https://www.airbnb.com/rooms/1369931160504415246","1369931160504415246","3531-4877","4236","264.78","62","26","4","4","Unknown","2","Unknown","2.0","6","272","Entire rental unit","No","Midscale","8","4.89","9","No","No","No","Yes","No","No","No","Yes","N/A","1","682461363","Firm"
"Luxury 2 Bedroom 2 Bath Condo","https://www.airbnb.com/rooms/1293723565697027639","1293723565697027639","3584-5445","4509","93.95","47","103","3","3","None","120","Small","2.0","3","123","Entire rental unit","Yes","Midscale","263","N/A","0","No","No","No","Yes","No","Yes","No","Yes","140.0","0","10859355","Flexible"
"Chic Downtown Toronto Apt. Near Shops & Subways","https://www.airbnb.com/rooms/1521016816770053862","1521016816770053862","3945-5441","4679","222.81","29","72","32","6","None","2","Individual","1.0","6","303","Entire rental unit","Yes","Midscale","17","4.67","3","No","No","No","Yes","No","No","No","Yes","107.0","0","317584333","Firm"
"Luxury Downtown Condo • CN Tower Views + Parking","https://www.airbnb.com/rooms/1559736666054677010","1559736666054677010","4203-5806","5043","315.19","38","42","16","4","None","1","Individual","2.0","4","323","Entire rental unit","Yes","Upscale","15","5","3","No","Yes","No","Yes","Yes","No","No","Yes","N/A","0","728771690","Limited"
"Cozy 2bdrm Near Scotiabank/MTCC/Hospitals/Water","https://www.airbnb.com/rooms/1362331480938692703","1362331480938692703","4234-5646","5055","315.91","18","88","16","16","High","28","Individual","1.0","6","307","Entire home","Yes","Upscale","83","4.82","11","No","No","No","Yes","No","Yes","No","Yes","114.0","1","680034132","Super Strict 60 Days"
"Downtown 2 Bdrm Bungalow In Unbeatable Location","https://www.airbnb.com/rooms/1508160328385000380","1508160328385000380","3911-5953","5110","86.61","56","105","0","30","None","28","Individual","1.0","5","108","Entire home","Yes","Economy","31","4","1","No","No","No","Yes","No","No","No","Yes","N/A","0","561601854","Flexible"
"Modern Toronto Stay With Iconic City Feels","https://www.airbnb.com/rooms/1573970559197100225","1573970559197100225","4176-6012","5209","217.05","96","25","4","9","Moderate","1","Individual","1.0","4","311","Entire rental unit","Yes","Midscale","15","5","1","No","No","No","Yes","No","No","No","Yes","N/A","0","731504504","Firm"
"Vibrant City Escape Near Everything + 1 Parking","https://www.airbnb.com/rooms/1570527364376010288","1570527364376010288","4484-6194","5380","298.91","82","22","10","5","None","1","Individual","2.0","6","293","Entire rental unit","Yes","Midscale","17","4.89","9","No","No","No","Yes","No","No","No","Yes","N/A","1","731444430","Firm"
"Downtown Caramel Suite","https://www.airbnb.com/rooms/1380146989224043366","1380146989224043366","4629-6174","5527","172.72","51","63","14","32","Moderate","31","Moderate","2.0","4","153","Entire condo","Yes","Midscale","206","5","1","No","No","No","Yes","No","No","No","Yes","179.0","0","482664082","Limited"
"Stylish 2Bed & 2Bath Condo Steps From Eaton Centre","https://www.airbnb.com/rooms/1306245792395932912","1306245792395932912","4272-6500","5566","150.44","25","149","23","24","None","28","Small","2.0","6","231","Entire condo","Yes","Midscale","163","5","2","No","No","Yes","Yes","No","No","No","Yes","72.0","0","442680184","Moderate"
"Stylish Urban Escape In The City + 1 Free Parking","https://www.airbnb.com/rooms/1570498927400456932","1570498927400456932","4632-6366","5568","253.08","92","24","4","9","None","1","Individual","2.0","6","274","Entire rental unit","Yes","Midscale","16","4.8","5","No","No","No","Yes","No","No","No","Yes","N/A","0","731438384","Firm"
"FREE Parking WORK From HOME 2BD 2BTH Pet FRIENDLY","https://www.airbnb.com/rooms/43302890","43302890","4357-6815","5588","232.82","7","360","0","8","None","28","Moderate","2.0","6","302","Entire condo","Yes","Midscale","6","5","3","No","Yes","No","Yes","Yes","Yes","No","Yes","163.0","0","55442","Firm"
"Amazing High-Rise Views + 1 Free Parking","https://www.airbnb.com/rooms/1573948482548395062","1573948482548395062","4922-6788","5837","233.48","83","30","7","5","Moderate","1","Individual","1.0","4","311","Entire rental unit","Yes","Midscale","10","5","5","No","No","No","Yes","No","No","No","Yes","N/A","0","731463219","Firm"
"Spacious 2 Bd + 2 Bth Toronto Condo In Queen West","https://www.airbnb.com/rooms/731961667978859765","731961667978859765","4575-7027","5947","126.54","40","117","100","45","High","58","Individual","2.0","4","236","Entire condo","Yes","Midscale","249","5","5","No","Yes","No","Yes","Yes","No","No","Yes","107.0","1","142318080","Firm"
"Upstairs Unit Of Townhouse","https://www.airbnb.com/rooms/19460610","19460610","4583-6975","5988","83.17","42","172","141","37","None","28","Small","1.0","5","97","Entire townhouse","No","Economy","168","4.68","81","No","No","No","Yes","No","No","No","Yes","72.0","0","43032368","Flexible"
